[01/Dec/2024 19:43:28] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -0.5, 'pressure': 100766.2, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -0.7, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 24.5, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:46] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.9, 'pressure': 100771.3, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -2, 'y_rotation': 0.7, 'z_rotation': 1.2, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:47] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.5, 'pressure': 100773.4, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.2, 'y_rotation': 0.9, 'z_rotation': 1, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:47] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.2, 'pressure': 100772.2, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.6, 'y_rotation': 0.7, 'z_rotation': 1.3, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:50] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.9, 'pressure': 100771.1, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:51] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.1, 'pressure': 100771.9, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 0.7, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:51] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.7, 'pressure': 100770.5, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.9, 'z_rotation': 1.2, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:52] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.1, 'pressure': 100772, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.2, 'x_rotation': -0.6, 'y_rotation': 0.6, 'z_rotation': 1.2, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:53] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.3, 'pressure': 100772, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.2, 'x_rotation': -1.2, 'y_rotation': 1, 'z_rotation': 0.8, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:53] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -1.9, 'pressure': 100771.3, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -2.1, 'y_rotation': 0.5, 'z_rotation': 1, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:46:57] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.6, 'pressure': 100773.7, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 0.9, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:47:00] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -2.6, 'pressure': 100773.9, 'x_acceleration': 0, 'y_acceleration': 0.1, 'z_acceleration': 1.3, 'x_rotation': -1.3, 'y_rotation': 0.9, 'z_rotation': 1, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:47:04] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -3, 'pressure': 100774.4, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.2, 'x_rotation': -1.4, 'y_rotation': 0.7, 'z_rotation': 1.3, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[01/Dec/2024 19:47:04] {'latitude': 38.9072, 'longitude': -77.0369, 'altitude': -3.1, 'pressure': 100775.6, 'x_acceleration': 0, 'y_acceleration': 0, 'z_acceleration': 1.3, 'x_rotation': -1.5, 'y_rotation': 0.8, 'z_rotation': 1.1, 'temperature': 24, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
