[26/Feb/2026 17:54:35] {'temperature': 21.68, 'altitude': -1.11, 'voltage': 7.4, 'latitude': 38.83599, 'longitude': -77.40504, 'acceleration': {'z': 1.052, 'y': 0.041, 'x': -0.202}}
[26/Feb/2026 18:31:37] {'temperature': 22.61, 'altitude': 0.37, 'voltage': 7.4, 'latitude': 38.8359, 'longitude': -77.40474, 'acceleration': {'z': 1.062, 'y': 0.015, 'x': -0.233}}
[26/Feb/2026 18:31:38] {'temperature': 22.6, 'altitude': 0.25, 'voltage': 7.4, 'latitude': 38.83588, 'longitude': -77.40473, 'acceleration': {'z': 1.051, 'y': 0.032, 'x': -0.227}}
[26/Feb/2026 18:31:39] {'temperature': 22.61, 'altitude': 0.39, 'voltage': 7.4, 'latitude': 38.83589, 'longitude': -77.40473, 'acceleration': {'z': 1.052, 'y': 0.014, 'x': -0.24}}
[26/Feb/2026 18:31:40] {'temperature': 22.61, 'altitude': 0.56, 'voltage': 7.4, 'latitude': 38.83589, 'longitude': -77.40472, 'acceleration': {'z': 1.061, 'y': 0.021, 'x': -0.23}}
[26/Feb/2026 18:31:41] {'temperature': 22.61, 'altitude': 0.19, 'voltage': 7.4, 'latitude': 38.83586, 'longitude': -77.40469, 'acceleration': {'z': 1.062, 'y': 0.032, 'x': -0.233}}
[26/Feb/2026 18:31:42] {'temperature': 22.61, 'altitude': 0.58, 'voltage': 7.4, 'latitude': 38.83587, 'longitude': -77.40469, 'acceleration': {'z': 1.057, 'y': 0.02, 'x': -0.233}}
[26/Feb/2026 18:31:43] {'temperature': 22.61, 'altitude': 0.58, 'voltage': 7.4, 'latitude': 38.83587, 'longitude': -77.40469, 'acceleration': {'z': 1.06, 'y': 0.025, 'x': -0.231}}
[26/Feb/2026 18:31:44] {'temperature': 22.61, 'altitude': 1.14, 'voltage': 7.4, 'latitude': 38.83586, 'longitude': -77.40469, 'acceleration': {'z': 1.056, 'y': 0.019, 'x': -0.237}}
[26/Feb/2026 18:31:45] {'temperature': 22.62, 'altitude': 0.35, 'voltage': 7.4, 'latitude': 38.83588, 'longitude': -77.40471, 'acceleration': {'z': 1.06, 'y': 0.07, 'x': -0.226}}
[26/Feb/2026 18:31:46] {'temperature': 22.62, 'altitude': 0.71, 'voltage': 7.4, 'latitude': 38.83588, 'longitude': -77.40472, 'acceleration': {'z': 1.078, 'y': -0.017, 'x': -0.241}}
[26/Feb/2026 18:31:47] {'temperature': 22.63, 'altitude': 0.65, 'voltage': 7.4, 'latitude': 38.83589, 'longitude': -77.40473, 'acceleration': {'z': 1.058, 'y': 0.035, 'x': -0.232}}
[26/Feb/2026 18:31:48] {'temperature': 22.62, 'altitude': -0.25, 'voltage': 7.4, 'latitude': 38.83591, 'longitude': -77.40476, 'acceleration': {'z': 1.057, 'y': 0.025, 'x': -0.226}}
[26/Feb/2026 18:31:49] {'temperature': 22.62, 'altitude': 0.71, 'voltage': 7.4, 'latitude': 38.83592, 'longitude': -77.40478, 'acceleration': {'z': 1.06, 'y': 0.026, 'x': -0.232}}
[26/Feb/2026 18:31:50] {'temperature': 22.62, 'altitude': -0.21, 'voltage': 7.4, 'latitude': 38.83595, 'longitude': -77.40481, 'acceleration': {'z': 1.058, 'y': 0.02, 'x': -0.224}}
[26/Feb/2026 18:31:51] {'temperature': 22.62, 'altitude': -0.02, 'voltage': 7.4, 'latitude': 38.83596, 'longitude': -77.40482, 'acceleration': {'z': 1.054, 'y': 0.022, 'x': -0.23}}
[26/Feb/2026 18:31:52] {'temperature': 22.62, 'altitude': 0.16, 'voltage': 7.4, 'latitude': 38.83597, 'longitude': -77.40482, 'acceleration': {'z': 1.056, 'y': 0.022, 'x': -0.23}}
[26/Feb/2026 18:31:53] {'temperature': 22.61, 'altitude': -0.19, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40484, 'acceleration': {'z': 1.062, 'y': 0.023, 'x': -0.234}}
[26/Feb/2026 18:49:50] {'temperature': 21.39, 'altitude': 0.8, 'voltage': 7.4, 'latitude': 38.83615, 'longitude': -77.40503, 'acceleration': {'z': 1.069, 'y': 0.024, 'x': -0.204}}
[26/Feb/2026 18:49:51] {'temperature': 21.41, 'altitude': 0.12, 'voltage': 7.4, 'latitude': 38.83612, 'longitude': -77.40506, 'acceleration': {'z': 1.073, 'y': 0.022, 'x': -0.212}}
[26/Feb/2026 18:49:52] {'temperature': 21.43, 'altitude': 0.37, 'voltage': 7.4, 'latitude': 38.83613, 'longitude': -77.40508, 'acceleration': {'z': 1.064, 'y': 0.016, 'x': -0.209}}
[26/Feb/2026 18:49:53] {'temperature': 21.44, 'altitude': -0.11, 'voltage': 7.4, 'latitude': 38.83614, 'longitude': -77.4051, 'acceleration': {'z': 1.076, 'y': 0.021, 'x': -0.211}}
[26/Feb/2026 18:49:54] {'temperature': 21.45, 'altitude': 0.38, 'voltage': 7.4, 'latitude': 38.83614, 'longitude': -77.40511, 'acceleration': {'z': 1.066, 'y': 0.017, 'x': -0.207}}
[26/Feb/2026 18:49:55] {'temperature': 21.45, 'altitude': 0.35, 'voltage': 7.4, 'latitude': 38.83613, 'longitude': -77.40511, 'acceleration': {'z': 1.073, 'y': 0.019, 'x': -0.205}}
[26/Feb/2026 18:49:56] {'temperature': 21.46, 'altitude': 0.35, 'voltage': 7.4, 'latitude': 38.83612, 'longitude': -77.40511, 'acceleration': {'z': 1.065, 'y': 0.018, 'x': -0.221}}
[26/Feb/2026 18:49:57] {'temperature': 21.47, 'altitude': 0.29, 'voltage': 7.4, 'latitude': 38.83611, 'longitude': -77.4051, 'acceleration': {'z': 1.066, 'y': 0.023, 'x': -0.201}}
[26/Feb/2026 18:49:58] {'temperature': 21.47, 'altitude': 0.29, 'voltage': 7.4, 'latitude': 38.83611, 'longitude': -77.4051, 'acceleration': {'z': 1.077, 'y': 0.021, 'x': -0.211}}
[26/Feb/2026 18:49:59] {'temperature': 21.48, 'altitude': 0.59, 'voltage': 7.4, 'latitude': 38.83609, 'longitude': -77.4051, 'acceleration': {'z': 1.064, 'y': 0.018, 'x': -0.207}}
[26/Feb/2026 18:50:00] {'temperature': 21.48, 'altitude': 0.76, 'voltage': 7.4, 'latitude': 38.83609, 'longitude': -77.4051, 'acceleration': {'z': 1.066, 'y': 0.025, 'x': -0.209}}
[26/Feb/2026 18:50:01] {'temperature': 21.49, 'altitude': 0.54, 'voltage': 7.4, 'latitude': 38.83609, 'longitude': -77.40509, 'acceleration': {'z': 1.075, 'y': 0.024, 'x': -0.212}}
[26/Feb/2026 18:50:02] {'temperature': 21.5, 'altitude': 0.89, 'voltage': 7.4, 'latitude': 38.83608, 'longitude': -77.40509, 'acceleration': {'z': 1.069, 'y': 0.018, 'x': -0.212}}
[26/Feb/2026 18:50:09] {'temperature': 21.59, 'altitude': 0.53, 'voltage': 7.4, 'latitude': 38.83608, 'longitude': -77.40509, 'acceleration': {'z': 1.097, 'y': -0.004, 'x': -0.053}}
[26/Feb/2026 18:50:10] {'temperature': 21.61, 'altitude': 0.19, 'voltage': 7.4, 'latitude': 38.83605, 'longitude': -77.40508, 'acceleration': {'z': 1.097, 'y': 0.001, 'x': -0.053}}
[26/Feb/2026 18:50:11] {'temperature': 21.63, 'altitude': 0.29, 'voltage': 7.4, 'latitude': 38.83605, 'longitude': -77.40508, 'acceleration': {'z': 1.101, 'y': -0.004, 'x': -0.049}}
[26/Feb/2026 18:50:12] {'temperature': 21.65, 'altitude': 0.37, 'voltage': 7.4, 'latitude': 38.83605, 'longitude': -77.40508, 'acceleration': {'z': 1.088, 'y': 0.001, 'x': -0.047}}
[26/Feb/2026 18:50:13] {'temperature': 21.66, 'altitude': 0.66, 'voltage': 7.4, 'latitude': 38.83605, 'longitude': -77.40508, 'acceleration': {'z': 1.099, 'y': -0.005, 'x': -0.05}}
[26/Feb/2026 18:50:14] {'temperature': 21.68, 'altitude': 0.17, 'voltage': 7.4, 'latitude': 38.83605, 'longitude': -77.40508, 'acceleration': {'z': 1.1, 'y': 0.012, 'x': -0.063}}
[26/Feb/2026 18:50:15] {'temperature': 21.69, 'altitude': 0.27, 'voltage': 7.4, 'latitude': 38.83604, 'longitude': -77.40508, 'acceleration': {'z': 1.076, 'y': -0.092, 'x': -0.267}}
[26/Feb/2026 18:50:16] {'temperature': 21.71, 'altitude': 0.55, 'voltage': 7.4, 'latitude': 38.83605, 'longitude': -77.40508, 'acceleration': {'z': 1.068, 'y': -0.021, 'x': -0.208}}
[26/Feb/2026 18:50:17] {'temperature': 21.74, 'altitude': 0.77, 'voltage': 7.4, 'latitude': 38.836, 'longitude': -77.40504, 'acceleration': {'z': 1.071, 'y': -0.013, 'x': -0.218}}
[26/Feb/2026 18:50:18] {'temperature': 21.76, 'altitude': 1.2, 'voltage': 7.4, 'latitude': 38.83599, 'longitude': -77.40503, 'acceleration': {'z': 1.067, 'y': -0.023, 'x': -0.209}}
[26/Feb/2026 18:50:19] {'temperature': 21.78, 'altitude': 1.21, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40502, 'acceleration': {'z': 1.067, 'y': -0.022, 'x': -0.214}}
[26/Feb/2026 18:50:20] {'temperature': 21.81, 'altitude': 1.61, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40502, 'acceleration': {'z': 1.062, 'y': -0.023, 'x': -0.213}}
[26/Feb/2026 18:50:21] {'temperature': 21.84, 'altitude': 0.9, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40501, 'acceleration': {'z': 1.06, 'y': -0.021, 'x': -0.21}}
[26/Feb/2026 18:50:22] {'temperature': 21.85, 'altitude': 1.19, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40501, 'acceleration': {'z': 1.063, 'y': -0.023, 'x': -0.216}}
[26/Feb/2026 18:50:34] {'temperature': 22.11, 'altitude': 1.15, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40501, 'acceleration': {'z': 1.073, 'y': 0.027, 'x': -0.209}}
[26/Feb/2026 18:50:34] {'temperature': 22.14, 'altitude': 1.16, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.405, 'acceleration': {'z': 1.069, 'y': 0.019, 'x': -0.216}}
[26/Feb/2026 18:50:35] {'temperature': 22.16, 'altitude': 1.23, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40499, 'acceleration': {'z': 1.068, 'y': 0.02, 'x': -0.212}}
[26/Feb/2026 18:50:37] {'temperature': 22.19, 'altitude': 1.07, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40499, 'acceleration': {'z': 1.059, 'y': 0.021, 'x': -0.212}}
[26/Feb/2026 18:50:38] {'temperature': 22.21, 'altitude': 0.37, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40499, 'acceleration': {'z': 1.075, 'y': 0.017, 'x': -0.218}}
[26/Feb/2026 18:50:39] {'temperature': 22.23, 'altitude': 0.6, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40498, 'acceleration': {'z': 1.064, 'y': 0.019, 'x': -0.213}}
[26/Feb/2026 18:50:40] {'temperature': 22.27, 'altitude': 0.05, 'voltage': 7.4, 'latitude': 38.83598, 'longitude': -77.40498, 'acceleration': {'z': 1.064, 'y': 0.018, 'x': -0.217}}
[26/Feb/2026 19:24:29] {'temperature': 20.68, 'altitude': -0.36, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.066, 'y': -0.023, 'x': -0.229}}
[26/Feb/2026 19:24:30] {'temperature': 20.7, 'altitude': -0.83, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.068, 'y': -0.026, 'x': -0.229}}
[26/Feb/2026 19:24:31] {'temperature': 20.71, 'altitude': -0.14, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.061, 'y': -0.025, 'x': -0.223}}
[26/Feb/2026 19:24:32] {'temperature': 20.73, 'altitude': -0.23, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.067, 'y': -0.02, 'x': -0.226}}
[26/Feb/2026 19:24:33] {'temperature': 20.73, 'altitude': -0.63, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.066, 'y': -0.022, 'x': -0.226}}
[26/Feb/2026 19:24:34] {'temperature': 20.74, 'altitude': -0.48, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.064, 'y': -0.027, 'x': -0.23}}
[26/Feb/2026 19:24:35] {'temperature': 20.75, 'altitude': -0.17, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.075, 'y': -0.03, 'x': -0.251}}
[26/Feb/2026 19:24:36] {'temperature': 20.76, 'altitude': -0.9700001, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.069, 'y': -0.035, 'x': -0.231}}
[26/Feb/2026 19:24:37] {'temperature': 20.77, 'altitude': -1.03, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.06, 'y': -0.028, 'x': -0.221}}
[26/Feb/2026 19:24:38] {'temperature': 20.78, 'altitude': -0.17, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.061, 'y': -0.024, 'x': -0.231}}
[26/Feb/2026 19:24:39] {'temperature': 20.79, 'altitude': -0.98, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.07, 'y': -0.025, 'x': -0.225}}
[26/Feb/2026 19:24:40] {'temperature': 20.8, 'altitude': -0.87, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.062, 'y': -0.028, 'x': -0.224}}
[26/Feb/2026 19:24:41] {'temperature': 20.82, 'altitude': 0.17, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.065, 'y': -0.026, 'x': -0.231}}
[26/Feb/2026 19:24:42] {'temperature': 20.83, 'altitude': -0.29, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.064, 'y': -0.024, 'x': -0.224}}
[26/Feb/2026 19:24:43] {'temperature': 20.84, 'altitude': 0.02, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.067, 'y': -0.022, 'x': -0.231}}
[26/Feb/2026 19:24:51] {'temperature': 20.98, 'altitude': -0.83, 'voltage': 7.4, 'latitude': 0, 'longitude': 0, 'acceleration': {'z': 1.066, 'y': -0.021, 'x': -0.214}}
[26/Feb/2026 19:24:52] {'temperature': 21, 'altitude': -0.58, 'voltage': 7.4, 'latitude': 38.83606, 'longitude': -77.40497, 'acceleration': {'z': 1.071, 'y': -0.005, 'x': -0.213}}
[26/Feb/2026 19:24:53] {'temperature': 21.02, 'altitude': -0.52, 'voltage': 7.4, 'latitude': 38.83606, 'longitude': -77.40497, 'acceleration': {'z': 1.057, 'y': -0.011, 'x': -0.193}}
[26/Feb/2026 19:24:54] {'temperature': 21.04, 'altitude': -0.82, 'voltage': 7.4, 'latitude': 38.83608, 'longitude': -77.40498, 'acceleration': {'z': 1.107, 'y': -0.063, 'x': -0.275}}
[26/Feb/2026 19:24:55] {'temperature': 21.07, 'altitude': -1.19, 'voltage': 7.4, 'latitude': 38.83608, 'longitude': -77.40498, 'acceleration': {'z': 1.074, 'y': -0.037, 'x': -0.221}}
[26/Feb/2026 19:24:56] {'temperature': 21.09, 'altitude': -1.12, 'voltage': 7.4, 'latitude': 38.83611, 'longitude': -77.40498, 'acceleration': {'z': 1.094, 'y': -0.009, 'x': -0.237}}
[26/Feb/2026 19:24:57] {'temperature': 21.12, 'altitude': -1.1, 'voltage': 7.4, 'latitude': 38.83611, 'longitude': -77.40498, 'acceleration': {'z': 1.074, 'y': -0.01, 'x': -0.208}}
[26/Feb/2026 19:24:58] {'temperature': 21.14, 'altitude': -0.51, 'voltage': 7.4, 'latitude': 38.83612, 'longitude': -77.40498, 'acceleration': {'z': 1.138, 'y': 0.051, 'x': -0.159}}
[26/Feb/2026 19:24:59] {'temperature': 21.17, 'altitude': -0.26, 'voltage': 7.4, 'latitude': 38.83612, 'longitude': -77.40498, 'acceleration': {'z': 1.056, 'y': -0.028, 'x': -0.19}}
[26/Feb/2026 19:25:00] {'temperature': 21.19, 'altitude': 0.48, 'voltage': 7.4, 'latitude': 38.83615, 'longitude': -77.405, 'acceleration': {'z': 1.076, 'y': -0.019, 'x': -0.219}}
[26/Feb/2026 19:25:01] {'temperature': 21.22, 'altitude': -0.4, 'voltage': 7.4, 'latitude': 38.83615, 'longitude': -77.405, 'acceleration': {'z': 1.076, 'y': -0.02, 'x': -0.209}}
[26/Feb/2026 19:25:02] {'temperature': 21.24, 'altitude': -0.18, 'voltage': 7.4, 'latitude': 38.83619, 'longitude': -77.40501, 'acceleration': {'z': 1.069, 'y': -0.019, 'x': -0.217}}
[26/Feb/2026 19:25:03] {'temperature': 21.26, 'altitude': 0.07, 'voltage': 7.4, 'latitude': 38.83619, 'longitude': -77.40501, 'acceleration': {'z': 1.089, 'y': -0.03, 'x': -0.229}}
[26/Feb/2026 19:25:04] {'temperature': 21.28, 'altitude': 0.15, 'voltage': 7.4, 'latitude': 38.83622, 'longitude': -77.40503, 'acceleration': {'z': 1.062, 'y': -0.017, 'x': -0.209}}
[26/Feb/2026 19:25:05] {'temperature': 21.3, 'altitude': 0.04, 'voltage': 7.4, 'latitude': 38.83622, 'longitude': -77.40503, 'acceleration': {'z': 1.067, 'y': -0.013, 'x': -0.219}}
[26/Feb/2026 19:25:06] {'temperature': 21.32, 'altitude': 0.28, 'voltage': 7.4, 'latitude': 38.83624, 'longitude': -77.40504, 'acceleration': {'z': 1.06, 'y': -0.032, 'x': -0.17}}
[26/Feb/2026 19:25:07] {'temperature': 21.34, 'altitude': 0.53, 'voltage': 7.4, 'latitude': 38.83624, 'longitude': -77.40504, 'acceleration': {'z': 1.065, 'y': -0.023, 'x': -0.213}}
[26/Feb/2026 19:25:08] {'temperature': 21.37, 'altitude': 0.2, 'voltage': 7.4, 'latitude': 38.83624, 'longitude': -77.40504, 'acceleration': {'z': 1.062, 'y': -0.018, 'x': -0.213}}
[26/Feb/2026 19:25:09] {'temperature': 21.39, 'altitude': -0.14, 'voltage': 7.4, 'latitude': 38.83624, 'longitude': -77.40504, 'acceleration': {'z': 1.087, 'y': 0.065, 'x': -0.31}}
[26/Feb/2026 19:25:10] {'temperature': 21.41, 'altitude': 0.08, 'voltage': 7.4, 'latitude': 38.83605, 'longitude': -77.40506, 'acceleration': {'z': 1.057, 'y': -0.029, 'x': -0.062}}
[26/Feb/2026 19:25:11] {'temperature': 21.43, 'altitude': -0.04, 'voltage': 7.4, 'latitude': 38.83601, 'longitude': -77.40507, 'acceleration': {'z': 1.112, 'y': 0.001, 'x': -0.175}}
[26/Feb/2026 19:25:12] {'temperature': 21.46, 'altitude': 0.4, 'voltage': 7.4, 'latitude': 38.83599, 'longitude': -77.40507, 'acceleration': {'z': 1.072, 'y': -0.023, 'x': -0.207}}
[26/Feb/2026 19:25:13] {'temperature': 21.48, 'altitude': 0.61, 'voltage': 7.4, 'latitude': 38.83596, 'longitude': -77.40507, 'acceleration': {'z': 1.074, 'y': -0.025, 'x': -0.205}}
[26/Feb/2026 19:25:14] {'temperature': 21.51, 'altitude': 0.28, 'voltage': 7.4, 'latitude': 38.83593, 'longitude': -77.40507, 'acceleration': {'z': 1.065, 'y': -0.031, 'x': -0.205}}
[26/Feb/2026 19:25:15] {'temperature': 21.54, 'altitude': 0.29, 'voltage': 7.4, 'latitude': 38.83592, 'longitude': -77.40507, 'acceleration': {'z': 1.115, 'y': -0.036, 'x': -0.145}}
[26/Feb/2026 19:25:16] {'temperature': 21.57, 'altitude': 0.08, 'voltage': 7.4, 'latitude': 38.83591, 'longitude': -77.40506, 'acceleration': {'z': 0.999, 'y': -0.02, 'x': 0.402}}
[26/Feb/2026 19:25:17] {'temperature': 21.6, 'altitude': 0.47, 'voltage': 7.4, 'latitude': 38.8359, 'longitude': -77.40504, 'acceleration': {'z': 1.031, 'y': -0.029, 'x': 0.401}}
[26/Feb/2026 19:25:18] {'temperature': 21.63, 'altitude': -0.26, 'voltage': 7.4, 'latitude': 38.8359, 'longitude': -77.40503, 'acceleration': {'z': 1.016, 'y': -0.017, 'x': 0.435}}
[26/Feb/2026 19:25:19] {'temperature': 21.66, 'altitude': 0.52, 'voltage': 7.4, 'latitude': 38.83589, 'longitude': -77.40502, 'acceleration': {'z': 1.083, 'y': -0.042, 'x': 0.376}}
[26/Feb/2026 19:25:20] {'temperature': 21.68, 'altitude': -0.2, 'voltage': 7.4, 'latitude': 38.83588, 'longitude': -77.40502, 'acceleration': {'z': 1.067, 'y': -0.023, 'x': -0.111}}
[26/Feb/2026 19:25:21] {'temperature': 21.71, 'altitude': 0.41, 'voltage': 7.4, 'latitude': 38.83588, 'longitude': -77.40502, 'acceleration': {'z': 1.083, 'y': -0.039, 'x': -0.207}}
