[19/Nov/2024 19:15:48] {'latitude': 0, 'longitude': 0, 'altitude': -0.1, 'pressure': 99961.8, 'x_rotation': -1, 'y_rotation': 2, 'z_rotation': -34, 'temperature': 22.1, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:04] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:05] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:05] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:06] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:06] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.9, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:07] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:07] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:08] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:08] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99955.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:09] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:09] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:10] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:10] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:11] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:11] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:12] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:12] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:13] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:13] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:14] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:14] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:15] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:15] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:16] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:16] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:17] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99958.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:17] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:18] {'latitude': 0, 'longitude': 0, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:18] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:19] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99953.7, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:19] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99957.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:20] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:20] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:21] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:21] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:22] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:22] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 9, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:23] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:24] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99953.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:24] {'latitude': 0, 'longitude': 0, 'altitude': 0.7, 'pressure': 99951.6, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:25] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99955, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:25] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:26] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:26] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99954.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:27] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:27] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.7, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:28] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.3, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:28] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99955, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:29] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:29] {'latitude': 0, 'longitude': 0, 'altitude': 0.7, 'pressure': 99952.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:30] {'latitude': None, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:30] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99955, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:31] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99953.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:31] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99953.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:32] {'latitude': 0, 'longitude': 0, 'altitude': 0.7, 'pressure': 99952.2, 'x_rotation': -1, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:32] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99952.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:33] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:33] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:34] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:34] {'latitude': 0, 'longitude': None, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:35] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99953.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:35] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99953.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:36] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:36] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -3, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:37] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -35, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:37] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99953.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:38] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:38] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:39] {'latitude': 0, 'longitude': 0, 'altitude': None, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:39] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:40] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:40] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:41] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:41] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:42] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:42] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:43] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:43] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': None, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:44] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:44] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:45] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:45] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:46] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:46] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:47] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:47] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.8, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:48] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956, 'x_rotation': None, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:48] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:49] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99955.5, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:49] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:50] {'latitude': 0, 'longitude': 0, 'altitude': 0.5, 'pressure': 99954.1, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:50] {'latitude': 0, 'longitude': 0, 'altitude': 0.6, 'pressure': 99953.4, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:51] {'latitude': 0, 'longitude': 0, 'altitude': 0.1, 'pressure': 99959, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:51] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.9, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:52] {'latitude': 0, 'longitude': 0, 'altitude': 0.4, 'pressure': 99956.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
[19/Nov/2024 19:23:52] {'latitude': 0, 'longitude': 0, 'altitude': 0.2, 'pressure': 99957.6, 'x_rotation': -1, 'y_rotation': None, 'z_rotation': None, 'temperature': None, 'launched': None, 'target_altitude_reached': None, 'parachute_released': None, 'instrument_released': None}
[19/Nov/2024 19:23:53] {'latitude': 0, 'longitude': 0, 'altitude': 0.3, 'pressure': 99956.2, 'x_rotation': -1, 'y_rotation': 1, 'z_rotation': -34, 'temperature': 23, 'launched': 0, 'target_altitude_reached': 0, 'parachute_released': 0, 'instrument_released': 0}
